# Waza,# Attaque,# Technique,# Extra,# Tag,# FFAAA,# Youtube,# Start Frame,# End frame,# index
# Source :,,,,,,,,,1
#   http://www.ffabaikido.fr/fr/pdf/ANNEXE%203%20REGLEMENT%20CSDGE.pdf,,,,,,,,,2
# Grades Kyus:,,,,,,,,,3
#   http://telechargement.ffaaa.com/ffaaa/aikido-ffaaa-guide-debutant.pdf,,,,,,,,,4
#   https://www.ffabaikido.fr/fr/grades-kyu-100.html,,,,,,,,,5
,,,,,,,,,6
,,,,,,,,,7
# SUWARI WAZA -------------------------------------------------------------------------------------,,,,,,,,,8
,,,,,,,,,9
# K: Seulement pour les passages Kyu (pas demandee pour les Dans),,,,,,,,,10
# S: Technique prioritaire,,,,,,,,,11
,,,,,,,,,12
suwari_waza,ai_hanmi_katate_dori,ikkyo,omote,K,4,saXYFRD7kvw,46524,47459,13
suwari_waza,ai_hanmi_katate_dori,ikkyo,ura,,4,87_MQkPry0c,47545,48358,14
suwari_waza,ai_hanmi_katate_dori,nikyo,omote,K,,,,,15
suwari_waza,ai_hanmi_katate_dori,nikyo,ura,K,,,,,16
suwari_waza,ai_hanmi_katate_dori,sankyo,omote,K,,,,,17
suwari_waza,ai_hanmi_katate_dori,sankyo,ura,K,,,,,18
suwari_waza,ai_hanmi_katate_dori,yonkyo,omote,K,,,,,19
suwari_waza,ai_hanmi_katate_dori,yonkyo,ura,K,,,,,20
suwari_waza,ai_hanmi_katate_dori,irimi_nage,,K,4,u4x2bSjm9RE,48444,49514,21
,,,,,,,,,22
suwari_waza,katate_dori,ikkyo,omote,K,3,VgEK_wu7dt0,62592,64131,23
suwari_waza,katate_dori,ikkyo,ura,K,3,QXl8_ZkJXyQ,64217,65513,24
suwari_waza,katate_dori,nikyo,omote,K,3,skn6Iwek7o8,65594,67409,25
suwari_waza,katate_dori,nikyo,ura,K,3,U12SW8H5cHE,67495,69305,26
,,,,,,,,,27
suwari_waza,shomen_uchi,ikkyo,omote,S,4,SGn0SAm8DC0,49600,50539,28
suwari_waza,shomen_uchi,ikkyo,ura,S,4,uyQPtFFWkV0,50625,51473,29
suwari_waza,shomen_uchi,nikyo,omote,,3,J51emkScI7c,75807,76985,30
suwari_waza,shomen_uchi,nikyo,ura,,3,S32MVY_irqY,77071,78828,31
suwari_waza,shomen_uchi,sankyo,omote,,3,jp6BgBVN9CM,78914,80057,32
suwari_waza,shomen_uchi,sankyo,ura,,3,XRXF7iqR34k,80143,81322,33
suwari_waza,shomen_uchi,yonkyo,omote,,3,J3VVn22Zbpc,81408,82362,34
suwari_waza,shomen_uchi,yonkyo,ura,,3,zwrrdlfrVlw,82448,83518,35
suwari_waza,shomen_uchi,gokyo,,,1,GGbs1NQZCmA,45707,46520,36
suwari_waza,shomen_uchi,irimi_nage,,S,4,,51559,,37
suwari_waza,shomen_uchi,kote_gaeshi,,,3,93vLsKDm8RY,83604,85078,38
suwari_waza,shomen_uchi,kokyu_nage,,,2,,92256,93144,39
,,,,,,,,,40
suwari_waza,yokomen_uchi,ikkyo,omote,S,2,j45HRJGku-4,66857,68390,41
suwari_waza,yokomen_uchi,ikkyo,ura,S,2,I0hyTpQ0ITc,68476,69562,42
suwari_waza,yokomen_uchi,nikyo,omote,,2,IJ3Bnh2u7Qw,69648,70531,43
suwari_waza,yokomen_uchi,nikyo,ura,,2,Inbt1vdsCkQ,70617,72098,44
suwari_waza,yokomen_uchi,sankyo,omote,,2,xs7kAejoG1o,72184,74033,45
suwari_waza,yokomen_uchi,sankyo,ura,,2,wnzsSGmJ7JQ,74119,75727,46
suwari_waza,yokomen_uchi,yonkyo,omote,,2,jCdZM9D0yMc,75813,77359,47
suwari_waza,yokomen_uchi,yonkyo,ura,,2,cT2z-s0LFJg,77445,78562,48
suwari_waza,yokomen_uchi,gokyo,,,2,yXECN2705dk,78648,79891,49
suwari_waza,yokomen_uchi,irimi_nage,1re forme,,2,DIo9fzKnEIQ,79977,81114,50
suwari_waza,yokomen_uchi,irimi_nage,2e forme,,2,jJjY3e1C6lY,81200,82359,51
suwari_waza,yokomen_uchi,kote_gaeshi,1re forme,S,1,32Ur5Bln1M4,42761,44141,52
suwari_waza,yokomen_uchi,kote_gaeshi,2e forme,S,1,_cYBuMJ4f8o,44227,45621,53
suwari_waza,yokomen_uchi,kokyu_nage,,,2,,,,54
,,,,,,,,,55
suwari_waza,kata_dori,ikkyo,omote,,3,dVG8DkFo01g,69391,71019,56
suwari_waza,kata_dori,ikkyo,ura,,3,AXO9NDydUEE,71105,72321,57
suwari_waza,kata_dori,nikyo,omote,,3,kbc5ouinc1M,72407,73931,58
suwari_waza,kata_dori,nikyo,ura,,3,EOkOPABixnc,74017,75721,59
suwari_waza,kata_dori,sankyo,omote,K,2,HHMxD7u-03U,82445,83431,60
suwari_waza,kata_dori,sankyo,ura,K,2,3Og_NEvdCMk,83518,84876,61
,,,,,,,,,62
suwari_waza,ryote_dori,ikkyo,omote,K,3,,,,63
suwari_waza,ryote_dori,ikkyo,ura,K,3,,,,64
suwari_waza,ryote_dori,kote_gaeshi,,K,2,kCM5m9dn_e4,84962,86399,65
suwari_waza,ryote_dori,irimi_nage,,K,2,4NrYj6QJn2Y,86485,87130,66
,,,,,,,,,67
suwari_waza,ryo_kata_dori,ikkyo,omote,K,2,SOVLAnbLc0g,,,68
suwari_waza,ryo_kata_dori,ikkyo,ura,K,2,2EI6gtN5d1c,63183,64217,69
suwari_waza,ryo_kata_dori,nikyo,omote,K,2,Ux0eI0NWCxw,64303,65303,70
suwari_waza,ryo_kata_dori,nikyo,ura,K,2,tLjZTWWhQek,65389,66771,71
,,,,,,,,,72
# HANMI HANDACHI WAZA -----------------------------------------------------------------------------,,,,,,,,,73
,,,,,,,,,74
hanmi_handachi_waza,katate_dori,ikkyo,omote,,1,,,,75
hanmi_handachi_waza,katate_dori,ikkyo,ura,,1,,,,76
hanmi_handachi_waza,katate_dori,nikyo,omote,,1,uVozFYPKyzw,52161,53468,77
hanmi_handachi_waza,katate_dori,nikyo,ura,,1,ovBj8VkPhtM,53554,55379,78
hanmi_handachi_waza,katate_dori,irimi_nage,,,1,,,,79
hanmi_handachi_waza,katate_dori,kote_gaeshi,,,1,,,,80
hanmi_handachi_waza,katate_dori,shiho_nage,omote,S,3,Yt3n2s1QLgs,85164,85671,81
hanmi_handachi_waza,katate_dori,shiho_nage,ura,S,3,K36pLSvSCAg,85757,86556,82
hanmi_handachi_waza,katate_dori,uchi_kaiten_nage,omote,,3,Hz4OqFkkTLs,86642,87548,83
hanmi_handachi_waza,katate_dori,uchi_kaiten_nage,ura,,2,66clHPkU7Jk,91324,92170,84
hanmi_handachi_waza,katate_dori,soto_kaiten_nage,ura,,3,FpaNHPtNfiU,87634,88448,85
hanmi_handachi_waza,katate_dori,soto_kaiten_nage,omote,,2,xZmDkD98ZIg,90500,91238,86
hanmi_handachi_waza,katate_dori,sumi_otoshi,,K,,,,,87
hanmi_handachi_waza,katate_dori,kokyu_nage,,,1,,,,88
,,,,,,,,,89
hanmi_handachi_waza,ryote_dori,shiho_nage,ura,,2,O-Kf2tRlJVQ,89675,90414,90
hanmi_handachi_waza,ryote_dori,shiho_nage,omote,,2,OnoAuVASJeA,88454,89589,91
hanmi_handachi_waza,ryote_dori,kokyu_nage,,,1,,,,92
,,,,,,,,,93
hanmi_handachi_waza,ushiro_ryo_kata_dori,ikkyo,omote,S,1,,,,94
hanmi_handachi_waza,ushiro_ryo_kata_dori,ikkyo,ura,S,1,,,,95
hanmi_handachi_waza,ushiro_ryo_kata_dori,nikyo,omote,K,,,,,96
hanmi_handachi_waza,ushiro_ryo_kata_dori,nikyo,ura,K,,,,,97
hanmi_handachi_waza,ushiro_ryo_kata_dori,sankyo,omote,,1,,,,98
hanmi_handachi_waza,ushiro_ryo_kata_dori,sankyo,ura,,1,,,,99
hanmi_handachi_waza,ushiro_ryo_kata_dori,kote_gaeshi,,,1,,,,100
hanmi_handachi_waza,ushiro_ryo_kata_dori,kokyu_nage,,,1,,,,101
,,,,,,,,,102
hanmi_handachi_waza,shomen_uchi,ikkyo,omote,K,1,TISQFS7jzh0,46606,47305,103
hanmi_handachi_waza,shomen_uchi,ikkyo,ura,K,1,uKc4hFqPdQk,47391,47989,104
hanmi_handachi_waza,shomen_uchi,nikyo,omote,K,1,UJnJDzvdFmw,48075,49246,105
hanmi_handachi_waza,shomen_uchi,nikyo,ura,K,1,qiTU8WvFKnQ,49332,51060,106
hanmi_handachi_waza,shomen_uchi,gokyo,,K,1,tLcvZCqAoa4,51158,52075,107
hanmi_handachi_waza,shomen_uchi,irimi_nage,,K,3,BZxPDMo5uGk,88534,89468,108
hanmi_handachi_waza,shomen_uchi,kote_gaeshi,,K,2,CCxsqcH_eSE,87216,88368,109
,,,,,,,,,110
# TACHI WAZA --------------------------------------------------------------------------------------,,,,,,,,,111
tachi_waza,ai_hanmi_katate_dori,ikkyo,omote,S,5,pl3-ENv0QDc,778,1897,112
tachi_waza,ai_hanmi_katate_dori,ikkyo,ura,S,5,RgSlQ21yS8c,2058,2877,113
tachi_waza,ai_hanmi_katate_dori,nikyo,omote,,4,MT9N4HjdCkI,25094,26732,114
tachi_waza,ai_hanmi_katate_dori,nikyo,ura,,4,dslUjHPOZXg,26823,28872,115
tachi_waza,ai_hanmi_katate_dori,sankyo,omote,,4,XKppy5z1ods,28959,30846,116
tachi_waza,ai_hanmi_katate_dori,sankyo,ura,,4,eQ1AKs7C1VQ,30933,32626,117
tachi_waza,ai_hanmi_katate_dori,yonkyo,omote,K,,,,,118
tachi_waza,ai_hanmi_katate_dori,yonkyo,ura,K,,,,,119
tachi_waza,ai_hanmi_katate_dori,irimi_nage,1re entrée,,5,svKi5_bHdgE,4962,6069,120
tachi_waza,ai_hanmi_katate_dori,irimi_nage,2e entrée,,5,6iYhyQxCNig,6176,7185,121
tachi_waza,ai_hanmi_katate_dori,kote_gaeshi,,,4,QntNwfC9Jp0,32718,34452,122
tachi_waza,ai_hanmi_katate_dori,shiho_nage,omote,S,5,xXwcspDX0ek,2963,3918,123
tachi_waza,ai_hanmi_katate_dori,shiho_nage,ura,S,5,v8jYCq0dwKg,4004,4876,124
tachi_waza,ai_hanmi_katate_dori,ude_kime_nage,omote,,4,7PXrQajftpg,34563,35428,125
tachi_waza,ai_hanmi_katate_dori,ude_kime_nage,ura,,4,iKMb2Y2mN6A,35516,36518,126
tachi_waza,ai_hanmi_katate_dori,koshi_nage,2e forme,,2,hyeuU4Md38I,50084,50885,127
tachi_waza,ai_hanmi_katate_dori,koshi_nage,1re forme,,2,UDv4r_I2xgY,49236,49998,128
tachi_waza,ai_hanmi_katate_dori,uchi_kaiten_sankyo,omote,,1,,,,129
tachi_waza,ai_hanmi_katate_dori,uchi_kaiten_sankyo,ura,,1,,,,130
,,,,,,,,,131
tachi_waza,katate_dori,ikkyo,omote,,4,dGcvlzjI-Gs,779,2371,132
tachi_waza,katate_dori,ikkyo,ura,,4,bRCZRXB9Xdk,2457,3828,133
tachi_waza,katate_dori,nikyo,omote,,4,edd-aHrvXfM,3914,5730,134
tachi_waza,katate_dori,nikyo,ura,,4,mCxuWEuuSm0,5816,7147,135
tachi_waza,katate_dori,sankyo,omote,,2,klIYQWf9sWs,32890,34974,136
tachi_waza,katate_dori,sankyo,ura,,2,-trpoYuE_Hc,35060,36766,137
tachi_waza,katate_dori,yonkyo,omote,K,2,7S3iCHuU-6g,36852,38110,138
tachi_waza,katate_dori,yonkyo,ura,K,2,IYVhVX7gDaU,38196,39357,139
tachi_waza,katate_dori,irimi_nage,,S,4,MNoYWpPvSvk,9096,10017,140
tachi_waza,katate_dori,kote_gaeshi,,,4,llC-PzISXsY,7234,9009,141
tachi_waza,katate_dori,shiho_nage,omote,,5,4gqwh9aUe7w,7273,8077,142
tachi_waza,katate_dori,shiho_nage,ura,,5,j_sgr56l-J4,8165,8988,143
tachi_waza,katate_dori,ude_kime_nage,omote,,4,7K_fqV1oXOc,15444,16317,144
tachi_waza,katate_dori,ude_kime_nage,ura,,4,ACJiXmRNlPw,16401,17454,145
tachi_waza,katate_dori,tenchi_nage,,,5,29VoGHZd2NU,9075,9697,146
tachi_waza,katate_dori,uchi_kaiten_nage,omote,S,4,y0xW7Vvemyw,10108,11010,147
tachi_waza,katate_dori,uchi_kaiten_nage,ura,S,4,iAbf_4nTYIc,11096,12072,148
tachi_waza,katate_dori,koshi_nage,,,2,UDy8AwO52AM,40831,41528,149
tachi_waza,katate_dori,kokyu_nage,Diverse formes,,4,X1rABfRZ7GI,12163,15358,150
tachi_waza,katate_dori,hiji_kime_osae,,,1,,,,151
tachi_waza,katate_dori,sumi_otoshi,,,2,mBUX14ukqsw,39443,39890,152
tachi_waza,katate_dori,sokumen_irimi_nage,,K,4,dOIYRd9wY_E,17543,18475,153
tachi_waza,katate_dori,hiji_kime_osae,,K,,,,,154
tachi_waza,katate_dori,aiki_otoshi,,K,2,UQqOs128ys0,39976,40745,155
,,,,,,,,,156
tachi_waza,kata_dori,ikkyo,omote,S,4,hoaaYjhujxM,17543,18475,157
tachi_waza,kata_dori,ikkyo,ura,S,4,l_JEfaTpGDo,18561,20025,158
tachi_waza,kata_dori,nikyo,omote,,4,bKWZADDaVoQ,21362,23200,159
tachi_waza,kata_dori,nikyo,ura,S,4,BouIA0KlZ6U,23286,25008,160
tachi_waza,kata_dori,sankyo,omote,K,2,pFGd5H9AqT8,26262,28285,161
tachi_waza,kata_dori,sankyo,ura,K,2,jYkpFT-ggIs,28371,29979,162
tachi_waza,kata_dori,yonkyo,omote,K,2,rFV4KyziIOg,30065,31465,163
tachi_waza,kata_dori,yonkyo,ura,K,2,aU1xP4lSN8Q,31551,32804,164
tachi_waza,kata_dori,kokyu_nage,,,3,_cSyMVx1kyU,54509,62506,165
,,,,,,,,,166
tachi_waza,muna_dori,ikkyo,omote,,,,,,167
tachi_waza,muna_dori,ikkyo,ura,,,,,,168
tachi_waza,muna_dori,nikyo,omote,K,,,,,169
tachi_waza,muna_dori,nikyo,ura,K,,,,,170
tachi_waza,muna_dori,shiho_nage,,S,1,tOz8hRLQ3X4,29825,30629,171
